"Row"	"Gene ID"	"Gene Name"	"Score(d)"	"Numerator(r)"	"Denominator(s+s0)"	"Fold Change"	"q-value(%)"
"66"	"4447"	"g4446"	"g4446"	"13.5126934534918"	"0.553618273716264"	"0.04097023851105"	"1.46776222577836"	"0"
"67"	"14823"	"g14822"	"g14822"	"13.4302244278292"	"0.869024690499253"	"0.0647066395032474"	"1.82642775751501"	"0"
"68"	"7170"	"g7169"	"g7169"	"13.3567792703949"	"0.467697177585602"	"0.0350157150999901"	"1.38290032707086"	"0"
"69"	"3238"	"g3237"	"g3237"	"13.3383969872889"	"1.45927535259684"	"0.109404102605994"	"2.74970214887647"	"0"
"70"	"3952"	"g3951"	"g3951"	"13.327947795812"	"2.27885813254638"	"0.17098342276389"	"4.85293700384661"	"0"
"71"	"4887"	"g4886"	"g4886"	"13.3189494491623"	"1.27872864919337"	"0.0960082215248435"	"2.42625073367027"	"0"
"72"	"9189"	"g9188"	"g9188"	"13.3057155556277"	"0.984244410786418"	"0.0739715505469475"	"1.97827694951007"	"0"
"73"	"4285"	"g4284"	"g4284"	"13.238733196344"	"1.22615752401285"	"0.0926189466792386"	"2.33943075034574"	"0"
"74"	"8394"	"g8393"	"g8393"	"13.2263771426459"	"1.00329708600763"	"0.0758557748041746"	"2.00457595861869"	"0"
"75"	"3389"	"g3388"	"g3388"	"13.0414817117305"	"1.25430765142901"	"0.0961783085046838"	"2.38552639849164"	"0"
"76"	"12605"	"g12604"	"g12604"	"13.0139185729306"	"1.77585058767883"	"0.136457791535031"	"3.42439847292036"	"0"
"77"	"4821"	"g4820"	"g4820"	"12.9049617739923"	"0.949462683220126"	"0.0735734595613917"	"1.93115328591805"	"0"
"78"	"5451"	"g5450"	"g5450"	"12.8499747478165"	"1.45898004100795"	"0.113539525924427"	"2.74913935786011"	"0"
"79"	"18719"	"g18718"	"g18718"	"12.8094987921751"	"1.11859652086484"	"0.0873255495014492"	"2.17135636356284"	"0"
"80"	"8102"	"g8101"	"g8101"	"12.7604707850124"	"0.814939639118663"	"0.0638643865770092"	"1.75922454615378"	"0"
"81"	"1122"	"g1121"	"g1121"	"12.6632165546258"	"0.533918023141601"	"0.042162907096978"	"1.44785589993326"	"0"
"82"	"14381"	"g14380"	"g14380"	"12.6442608158236"	"2.14934552828762"	"0.169985858374405"	"4.43626494132901"	"0.100830193729936"
"83"	"14199"	"g14198"	"g14198"	"12.6266641886794"	"1.75583092184159"	"0.139057386464415"	"3.37720773109934"	"0.100830193729936"
"84"	"14501"	"g14500"	"g14500"	"12.5726340733958"	"1.22182396692023"	"0.0971812239016532"	"2.33241412842859"	"0.100830193729936"
"85"	"5802"	"g5801"	"g5801"	"12.5521419310261"	"2.09800430519559"	"0.167143131166307"	"4.28116756926593"	"0.100830193729936"
"86"	"2930"	"g2929"	"g2929"	"12.4849905715569"	"1.47256437615534"	"0.117946775187008"	"2.7751473517686"	"0.100830193729936"
"87"	"7900"	"g7899"	"g7899"	"12.4746370082958"	"0.905632630567828"	"0.0725979144696209"	"1.87336579710193"	"0.100830193729936"
"88"	"12586"	"g12585"	"g12585"	"12.4604281727711"	"0.914103784009457"	"0.0733605435812378"	"1.88439810199857"	"0.100830193729936"
"89"	"19737"	"g19736"	"g19736"	"12.451024905121"	"0.386989055681687"	"0.0310808996552984"	"1.30766142854896"	"0.100830193729936"
"90"	"19357"	"g19356"	"g19356"	"12.4444557372368"	"2.65703773854262"	"0.213511767380242"	"6.30736638068059"	"0.100830193729936"
"91"	"11941"	"g11940"	"g11940"	"12.4303998113301"	"0.876473699833809"	"0.0705104995122456"	"1.83588246612016"	"0.100830193729936"
"92"	"13017"	"g13016"	"g13016"	"12.4213484459655"	"2.27807489743836"	"0.183399967189414"	"4.85030307294381"	"0.100830193729936"
"93"	"19220"	"g19219"	"g19219"	"12.4125753835595"	"1.57777692644095"	"0.127111165707861"	"2.98509516710951"	"0.100830193729936"
"94"	"12689"	"g12688"	"g12688"	"12.3386007046193"	"1.57189245202242"	"0.127396330398628"	"2.97294433777594"	"0.100830193729936"
"95"	"4559"	"g4558"	"g4558"	"12.3306747492155"	"2.1751720213424"	"0.176403324682681"	"4.51639610461632"	"0.100830193729936"
"96"	"12685"	"g12684"	"g12684"	"12.3178558512299"	"0.63560292260927"	"0.0516001267010936"	"1.55358688022554"	"0.100830193729936"
"97"	"19117"	"g19116"	"g19116"	"12.3145726438323"	"1.25041382418754"	"0.101539359939851"	"2.37909655474002"	"0.100830193729936"
"98"	"14373"	"g14372"	"g14372"	"12.2327587850987"	"0.861215762896073"	"0.0704024151890544"	"1.81656849283443"	"0.100830193729936"
"99"	"14490"	"g14489"	"g14489"	"12.1764945690495"	"1.13429196313266"	"0.0931542289696277"	"2.19510806174182"	"0.100830193729936"
"100"	"21764"	"g21763"	"g21763"	"12.1225960328017"	"0.475257240565815"	"0.0392042462917883"	"1.3901660721029"	"0.100830193729936"
"101"	"5993"	"g5992"	"g5992"	"12.1181394013185"	"0.628367955172387"	"0.0518535011326917"	"1.54581530471899"	"0.100830193729936"
"102"	"8203"	"g8202"	"g8202"	"12.0912196604355"	"0.622452582975667"	"0.0514797183788196"	"1.53949009264032"	"0.100830193729936"
"103"	"19341"	"g19340"	"g19340"	"12.0438756514942"	"0.520859809690744"	"0.0432468604594175"	"1.43481010372233"	"0.100830193729936"
"104"	"13174"	"g13173"	"g13173"	"12.0194067129262"	"1.42794519640171"	"0.118803301236661"	"2.69063220616531"	"0.100830193729936"
"105"	"14282"	"g14281"	"g14281"	"12.0153418749413"	"0.473033300371327"	"0.0393691087024219"	"1.38802475711448"	"0.100830193729936"
"106"	"3745"	"g3744"	"g3744"	"12.0061839519315"	"0.709298090921267"	"0.0590777297566859"	"1.63500844896512"	"0.100830193729936"
"107"	"14321"	"g14320"	"g14320"	"11.9793324129632"	"1.66251136480971"	"0.138781637197967"	"3.1656710814262"	"0.100830193729936"
"108"	"9024"	"g9023"	"g9023"	"11.9605216725733"	"1.16667144191152"	"0.0975435247600295"	"2.24493152721196"	"0.100830193729936"
"109"	"20652"	"g20651"	"g20651"	"11.9486527606764"	"1.83961397351913"	"0.153959949323609"	"3.57914247308932"	"0.100830193729936"
"110"	"19261"	"g19260"	"g19260"	"11.9413274413933"	"2.44099232110655"	"0.204415491752209"	"5.43015101690316"	"0.100830193729936"
"111"	"4321"	"g4320"	"g4320"	"11.9356750682739"	"1.79668988881658"	"0.150531065778788"	"3.47422186698965"	"0.100830193729936"
"112"	"8722"	"g8721"	"g8721"	"11.8916349141185"	"1.56942271183604"	"0.131977034543226"	"2.96785932758573"	"0.100830193729936"
"113"	"4257"	"g4256"	"g4256"	"11.8199353423923"	"2.56010832661024"	"0.216592413786596"	"5.89751967537986"	"0.100830193729936"
"114"	"5983"	"g5982"	"g5982"	"11.7248098015359"	"3.36859075886977"	"0.287304512046626"	"10.3287284949205"	"0.100830193729936"
"115"	"13702"	"g13701"	"g13701"	"11.7202168707536"	"0.784487501629157"	"0.0669345550752351"	"1.72248032232939"	"0.100830193729936"
"116"	"15493"	"g15492"	"g15492"	"11.6870647415566"	"1.21623024258004"	"0.104066356221627"	"2.32338822842813"	"0.100830193729936"
"117"	"5402"	"g5401"	"g5401"	"11.6866064961374"	"1.30575768233678"	"0.111731124237677"	"2.47213526266796"	"0.100830193729936"
"118"	"17403"	"g17402"	"g17402"	"11.6457348684595"	"0.904943276457237"	"0.0777059830640762"	"1.8724708720543"	"0.100830193729936"
"119"	"14642"	"g14641"	"g14641"	"11.6299652535476"	"1.92302345944359"	"0.165350748477687"	"3.79216952390234"	"0.100830193729936"
"120"	"16091"	"g16090"	"g16090"	"11.6290614694075"	"0.344334979245697"	"0.0296098683588127"	"1.26956563214212"	"0.100830193729936"
"121"	"12085"	"g12084"	"g12084"	"11.6176331875816"	"1.34409130315529"	"0.115694073091585"	"2.53870243260985"	"0.100830193729936"
"122"	"9060"	"g9059"	"g9059"	"11.5767604444073"	"1.73756266587483"	"0.150090577948707"	"3.33471314740899"	"0.100830193729936"
"123"	"5569"	"g5568"	"g5568"	"11.5691030485752"	"1.88351663983903"	"0.162805762203924"	"3.68973355615811"	"0.100830193729936"
"124"	"14508"	"g14507"	"g14507"	"11.5403823714413"	"0.6253704561671"	"0.0541897517810752"	"1.54260688615084"	"0.100830193729936"
"125"	"4699"	"g4698"	"g4698"	"11.5176921249431"	"1.40243474227259"	"0.121763520595886"	"2.64347327654997"	"0.100830193729936"
"126"	"9721"	"g9720"	"g9720"	"11.4946685297765"	"1.0357055192624"	"0.0901031218585766"	"2.05011596648435"	"0.100830193729936"
"127"	"5740"	"g5739"	"g5739"	"11.4879210779504"	"1.10019379314715"	"0.0957696162501353"	"2.14383488101214"	"0.100830193729936"
"128"	"17949"	"g17948"	"g17948"	"11.4741856479832"	"0.649850127080009"	"0.056635838657032"	"1.56900519280415"	"0.100830193729936"
"129"	"6928"	"g6927"	"g6927"	"11.4505668296555"	"0.904604904221451"	"0.0790008842076394"	"1.87203175093628"	"0.100830193729936"
"130"	"19679"	"g19678"	"g19678"	"11.4493085207282"	"0.25332459859022"	"0.0221257552918233"	"1.19195072688069"	"0.100830193729936"
"131"	"12940"	"g12939"	"g12939"	"11.4416401879345"	"3.11237085021212"	"0.27202138846266"	"8.64802593837084"	"0.100830193729936"
"132"	"17819"	"g17818"	"g17818"	"11.3729444395302"	"0.889327237470896"	"0.0781967451084845"	"1.85231214575907"	"0.100830193729936"
"133"	"11261"	"g11260"	"g11260"	"11.3446350344111"	"0.869682029030987"	"0.076660203381865"	"1.82726012669894"	"0.100830193729936"
"134"	"13933"	"g13932"	"g13932"	"11.3191616560808"	"1.77447760963022"	"0.156767582577721"	"3.42114110577183"	"0.100830193729936"
"135"	"14427"	"g14426"	"g14426"	"11.317310121649"	"1.68481919855329"	"0.148870993234548"	"3.21500102732414"	"0.100830193729936"
"136"	"5367"	"g5366"	"g5366"	"11.2700783887541"	"1.35662728959816"	"0.12037425497873"	"2.5608580570213"	"0.100830193729936"
"137"	"22055"	"g22054"	"g22054"	"11.2540139989344"	"0.646543173551613"	"0.0574500061589432"	"1.56541282923971"	"0.100830193729936"
"138"	"5542"	"g5541"	"g5541"	"11.2335912038091"	"2.15492497278714"	"0.191828680044583"	"4.45345486541279"	"0.100830193729936"
"139"	"8723"	"g8722"	"g8722"	"11.1844048599019"	"1.86225637989664"	"0.166504736123525"	"3.63575851540709"	"0.100830193729936"
"140"	"11082"	"g11081"	"g11081"	"11.1815297278564"	"2.48306893217005"	"0.222068803876092"	"5.59085501285399"	"0.100830193729936"
"141"	"9887"	"g9886"	"g9886"	"11.1744279570683"	"2.12095086492804"	"0.189803976818917"	"4.34980541593468"	"0.100830193729936"
"142"	"15168"	"g15167"	"g15167"	"11.1461166926661"	"1.01318702635543"	"0.0909004502906453"	"2.01836490507935"	"0.100830193729936"
"143"	"18509"	"g18508"	"g18508"	"11.0832399998478"	"1.63020101421988"	"0.147087044424036"	"3.09556126914235"	"0.100830193729936"
"144"	"20177"	"g20176"	"g20176"	"11.0784460056948"	"0.27795400116984"	"0.0250896200628642"	"1.21247415996851"	"0.100830193729936"
"145"	"3422"	"g3421"	"g3421"	"10.9945336605007"	"0.6552975688123"	"0.0596021249329148"	"1.5749407653205"	"0.100830193729936"
"146"	"21262"	"g21261"	"g21261"	"10.9878868588056"	"2.11456773546251"	"0.192445350287524"	"4.33060243983829"	"0.100830193729936"
"147"	"7126"	"g7125"	"g7125"	"10.9812100603095"	"0.887224355876423"	"0.080794771341567"	"1.84961417040204"	"0.100830193729936"
"148"	"21057"	"g21056"	"g21056"	"10.94638995601"	"0.696689141190446"	"0.063645562051984"	"1.62078097099683"	"0.100830193729936"
"149"	"13300"	"g13299"	"g13299"	"10.9019924778575"	"1.58678570351567"	"0.145550064058337"	"3.00379364022733"	"0.100830193729936"
"150"	"4473"	"g4472"	"g4472"	"10.8955100159584"	"1.39746733066135"	"0.128260845854349"	"2.63438706010273"	"0.100830193729936"
"151"	"5667"	"g5666"	"g5666"	"10.8919638488285"	"1.61083769701975"	"0.147892310273597"	"3.05429136926226"	"0.100830193729936"
"152"	"14236"	"g14235"	"g14235"	"10.8390448008768"	"0.3048113233793"	"0.0281216037924894"	"1.23525707881729"	"0.100830193729936"
"153"	"14192"	"g14191"	"g14191"	"10.834663232362"	"0.155463246935647"	"0.0143486921191325"	"1.11377919343099"	"0.100830193729936"
"154"	"6008"	"g6007"	"g6007"	"10.8312428288858"	"1.65748486348284"	"0.153028132566883"	"3.15466074200615"	"0.100830193729936"
"155"	"17296"	"g17295"	"g17295"	"10.8275095698707"	"1.10555966987735"	"0.102106552087818"	"2.15182338360553"	"0.100830193729936"
"156"	"9670"	"g9669"	"g9669"	"10.8065828876951"	"1.01969371665025"	"0.0943585708125488"	"2.02748847921689"	"0.100830193729936"
"157"	"7972"	"g7971"	"g7971"	"10.7451896466491"	"0.372529234959853"	"0.0346693960004725"	"1.29462048301163"	"0.100830193729936"
"158"	"18069"	"g18068"	"g18068"	"10.7425116681596"	"0.42209991567792"	"0.0392924791442404"	"1.33987639405651"	"0.100830193729936"
"159"	"2445"	"g2444"	"g2444"	"10.7332400531457"	"0.686467529990953"	"0.0639571580055885"	"1.60933819093953"	"0.100830193729936"
"160"	"5144"	"g5143"	"g5143"	"10.7302752727024"	"0.653333604760411"	"0.06088693795419"	"1.57279823169248"	"0.100830193729936"
"161"	"4580"	"g4579"	"g4579"	"10.6828899979091"	"1.0076259855697"	"0.0943214790910434"	"2.01059985115005"	"0.100830193729936"
"162"	"3522"	"g3521"	"g3521"	"10.6683858679663"	"0.564394282187417"	"0.0529034372371277"	"1.47876651641646"	"0.100830193729936"
"163"	"4502"	"g4501"	"g4501"	"10.6678660869931"	"1.72100486246825"	"0.161326065441203"	"3.29665945087554"	"0.100830193729936"
"164"	"9215"	"g9214"	"g9214"	"10.5517541610666"	"2.27203930072435"	"0.215323373350339"	"4.83005394055297"	"0.100830193729936"
"165"	"9927"	"g9926"	"g9926"	"10.5444914797374"	"1.17813718591631"	"0.11173010933531"	"2.26284408937652"	"0.100830193729936"
"166"	"19813"	"g19812"	"g19812"	"10.5242046553707"	"1.46840471686358"	"0.139526431207724"	"2.76715741526175"	"0.100830193729936"
"167"	"5718"	"g5717"	"g5717"	"10.5180889689459"	"1.71685081968917"	"0.163228398690874"	"3.28718082424875"	"0.100830193729936"
"168"	"21808"	"g21807"	"g21807"	"10.5099099980736"	"1.16992859230263"	"0.111316708945849"	"2.25000560024505"	"0.100830193729936"
"169"	"11904"	"g11903"	"g11903"	"10.4896571500895"	"0.89233470909671"	"0.08506805287617"	"1.85617754113123"	"0.100830193729936"
"170"	"21715"	"g21714"	"g21714"	"10.465231039934"	"0.349940661245919"	"0.0334384076099792"	"1.2745082050941"	"0.100830193729936"
"171"	"19532"	"g19531"	"g19531"	"10.4388308033431"	"0.636444193372159"	"0.0609689155195745"	"1.5544930789197"	"0.100830193729936"
"172"	"13767"	"g13766"	"g13766"	"10.4135552983859"	"0.254270799961007"	"0.0244172900297"	"1.19273273229872"	"0.100830193729936"
"173"	"8523"	"g8522"	"g8522"	"10.4066009706824"	"0.544783684944413"	"0.0523498197422178"	"1.4588015977981"	"0.100830193729936"
"174"	"7393"	"g7392"	"g7392"	"10.4020758536556"	"0.74130975175674"	"0.0712655591235881"	"1.67169279770558"	"0.100830193729936"
"175"	"9728"	"g9727"	"g9727"	"10.3813759900907"	"2.70020146311545"	"0.260100536354031"	"6.4989266409375"	"0.100830193729936"
"176"	"18754"	"g18753"	"g18753"	"10.375993021596"	"1.38111464607847"	"0.133106743923584"	"2.60469535721387"	"0.100830193729936"
"177"	"12197"	"g12196"	"g12196"	"10.296389304911"	"1.29854973778882"	"0.126117000759621"	"2.45981486643413"	"0.100830193729936"
"178"	"6832"	"g6831"	"g6831"	"10.2887180793339"	"1.57108131829617"	"0.152699423405513"	"2.97127331404953"	"0.100830193729936"
"179"	"5693"	"g5692"	"g5692"	"10.2688092466755"	"0.285818793088676"	"0.0278336841422204"	"1.21910196152311"	"0.100830193729936"
"180"	"5742"	"g5741"	"g5741"	"10.2659270346735"	"1.72800595884883"	"0.168324395158123"	"3.3126963279359"	"0.100830193729936"
"181"	"13975"	"g13974"	"g13974"	"10.249096611079"	"2.26882005104854"	"0.221367808026709"	"4.81928810734163"	"0.100830193729936"
"182"	"5429"	"g5428"	"g5428"	"10.238542172379"	"1.86960005395707"	"0.182604126884468"	"3.65431260656442"	"0.100830193729936"
"183"	"19550"	"g19549"	"g19549"	"10.2103099369857"	"0.382746905043097"	"0.0374863160281393"	"1.30382198302304"	"0.100830193729936"
"184"	"5664"	"g5663"	"g5663"	"10.2079403303832"	"1.648496081162"	"0.161491547541219"	"3.13506657787643"	"0.100830193729936"
"185"	"19826"	"g19825"	"g19825"	"10.2055325686169"	"0.271092827713614"	"0.0265633200316516"	"1.20672156163167"	"0.100830193729936"
"186"	"6079"	"g6078"	"g6078"	"10.1803600457956"	"2.66326397084557"	"0.261608033396174"	"6.33464587519677"	"0.100830193729936"
"187"	"6523"	"g6522"	"g6522"	"10.1679493771259"	"0.682257682766774"	"0.0670988473154282"	"1.60464891679646"	"0.100830193729936"
"188"	"5807"	"g5806"	"g5806"	"10.1502944879357"	"2.5896068624247"	"0.255126278897881"	"6.0193464809633"	"0.100830193729936"
"189"	"9073"	"g9072"	"g9072"	"10.1302576323947"	"1.69386810328524"	"0.167208788241334"	"3.2352296028255"	"0.100830193729936"
"190"	"20042"	"g20041"	"g20041"	"10.1202158706653"	"0.752796103560107"	"0.0743853800334617"	"1.68505549287533"	"0.100830193729936"
"191"	"7294"	"g7293"	"g7293"	"10.0759792469791"	"0.903177100103937"	"0.0896366574370148"	"1.87017995804203"	"0.100830193729936"
"192"	"5453"	"g5452"	"g5452"	"10.070778199316"	"0.651593147179467"	"0.0647013700712548"	"1.57090196255153"	"0.100830193729936"
"193"	"4282"	"g4281"	"g4281"	"10.0641462016066"	"1.83962336565126"	"0.182789809368785"	"3.5791657738476"	"0.100830193729936"
"194"	"17244"	"g17243"	"g17243"	"10.0595649473192"	"0.460551158765142"	"0.0457824131736308"	"1.37606742247392"	"0.100830193729936"
"195"	"1984"	"g1983"	"g1983"	"10.0216217591927"	"0.879534958714768"	"0.087763735236563"	"1.83978216649315"	"0.100830193729936"
"196"	"18057"	"g18056"	"g18056"	"10.0041434885037"	"1.43786446563878"	"0.143726893490793"	"2.70919542694535"	"0.100830193729936"
"197"	"2497"	"g2496"	"g2496"	"9.97785199987251"	"1.17665219319383"	"0.117926402717626"	"2.26051610037694"	"0.100830193729936"
"198"	"21505"	"g21504"	"g21504"	"9.97023771128963"	"0.591991362819821"	"0.0593758524081618"	"1.50732588541685"	"0.100830193729936"
"199"	"12424"	"g12423"	"g12423"	"9.94733554846346"	"1.94899451410441"	"0.195931312923838"	"3.86105341767585"	"0.100830193729936"
